Hospital_ID,Hospital_Name,State,Region_Type,Population_Density,Total_Beds,Occupied_Beds,Doctors_Count,Nurses_Count,Daily_Patient_Inflow,Emergency_Cases,OPD_Visits,IPD_Admissions,Avg_Treatment_Cost,Equipment_Availability_Index,Medicine_Stock_Index,Distance_to_Nearest_City_km,Satisfaction_Score,Mortality_Rate
2411,Hospital_2411,Tamil Nadu,Urban,4592,28,28,57,155,356,183,1119,38,16768,0.6,0.75,38.04,3.43,1.45
2412,Hospital_2412,Maharashtra,Rural,9830,476,267,25,24,51,10,537,212,5810,0.6,0.76,45.82,1.06,3.73
2413,Hospital_2413,Karnataka,Rural,2173,302,302,70,88,990,149,668,11,14304,0.42,0.3,95.99,4.17,2.25
2414,Hospital_2414,Karnataka,Rural,16796,292,292,95,143,117,97,219,87,11753,0.66,0.73,55.94,4.6,3.3
2415,Hospital_2415,Karnataka,Urban,6369,447,378,36,180,778,98,195,240,17046,0.36,0.47,15.82,2.98,2.09
2416,Hospital_2416,Delhi,Rural,17294,320,320,25,168,792,138,917,107,10327,0.73,0.34,44.87,3.83,3.57
2417,Hospital_2417,Kerala,Urban,6941,27,27,72,37,210,187,469,126,11438,0.47,0.6,23.61,2.85,1.75
2418,Hospital_2418,Maharashtra,Urban,11055,227,171,48,145,560,95,622,119,794,0.81,0.56,14.41,2.24,2.49
2419,Hospital_2419,Delhi,Urban,2132,421,51,87,166,67,105,1076,176,7740,0.73,0.82,71.51,1.66,3.57
2420,Hospital_2420,Maharashtra,Rural,9799,144,144,70,158,269,142,1336,96,7344,0.82,0.27,63.23,3.07,0.31
2421,Hospital_2421,Maharashtra,Rural,12837,142,142,94,129,245,165,848,31,2085,0.82,0.83,50.28,4.72,1.71
2422,Hospital_2422,Kerala,Rural,10862,52,52,18,97,291,0,370,219,11041,0.44,0.28,42.9,4.56,2.78
2423,Hospital_2423,Karnataka,Urban,7229,20,20,19,195,684,45,295,281,5927,0.3,0.37,32.9,4.68,0.46
2424,Hospital_2424,Kerala,Urban,19189,223,223,24,197,504,87,526,287,16120,0.56,0.61,9.71,4.87,3.55
2425,Hospital_2425,Delhi,Rural,8888,25,25,38,187,347,170,1332,148,17078,0.94,0.57,30.63,1.66,4.09
2426,Hospital_2426,Delhi,Urban,2247,316,179,40,40,816,21,1166,241,9533,0.7,0.99,84,1.59,0.9
2427,Hospital_2427,Delhi,Urban,715,458,56,87,56,199,2,832,242,14654,0.81,0.67,78.58,2.71,3.69
2428,Hospital_2428,Kerala,Rural,1047,24,24,13,43,833,141,582,89,16836,0.92,0.46,97.26,3.76,3.27
2429,Hospital_2429,Maharashtra,Rural,5777,462,226,75,11,684,129,1412,64,12699,0.93,0.92,65.95,2.76,2.11
2430,Hospital_2430,Maharashtra,Rural,7966,99,99,34,115,765,60,1333,43,13276,0.67,0.45,55.81,4.57,0.91
2431,Hospital_2431,Tamil Nadu,Urban,2113,293,133,81,103,42,159,286,261,3431,0.68,0.42,30.31,3.87,4.78
2432,Hospital_2432,Delhi,Urban,16974,196,196,95,81,949,37,1214,134,15343,0.9,0.6,8.61,3.54,2.37
2433,Hospital_2433,Maharashtra,Urban,18912,357,171,67,61,982,45,1024,20,6199,0.87,0.93,62.18,1.28,1
2434,Hospital_2434,Tamil Nadu,Urban,5087,340,210,39,144,625,169,728,131,8136,0.79,0.77,49.33,1.7,3.62
2435,Hospital_2435,Maharashtra,Urban,8833,358,358,17,156,389,133,628,44,2360,0.72,0.74,76.15,2.71,3.08
2436,Hospital_2436,Delhi,Rural,9579,457,411,83,99,264,40,1423,78,17814,0.73,0.78,41.77,4.91,4.1
2437,Hospital_2437,Karnataka,Urban,9925,464,464,50,101,821,152,179,148,15489,0.55,0.73,98.57,2.34,4.98
2438,Hospital_2438,Delhi,Urban,3026,155,155,60,152,179,138,60,21,18818,0.89,0.81,40.36,3.52,0.32
2439,Hospital_2439,Kerala,Urban,7382,406,215,13,87,392,109,306,134,15737,0.73,0.35,33.97,4.96,3.72
2440,Hospital_2440,Maharashtra,Rural,15735,44,44,91,185,304,40,865,156,4867,0.46,0.34,87.23,2.06,4.95
2441,Hospital_2441,Maharashtra,Rural,15947,344,282,40,134,540,198,418,86,14154,0.47,0.49,40.16,1.67,2.74
2442,Hospital_2442,Kerala,Rural,9590,202,197,7,151,469,56,993,77,2671,0.9,0.88,87.22,3.19,3.61
2443,Hospital_2443,Kerala,Urban,7086,187,187,23,140,716,173,1467,215,3794,0.74,0.77,3.71,3.21,2.26
2444,Hospital_2444,Karnataka,Rural,6962,486,102,32,59,826,122,1492,245,14301,0.58,0.65,69.57,4.69,1.85
2445,Hospital_2445,Maharashtra,Rural,12259,357,51,27,102,666,85,931,68,5247,0.43,0.22,8.11,1.11,3.51
2446,Hospital_2446,Maharashtra,Rural,4523,197,197,11,133,641,175,68,267,4892,0.73,0.39,15.68,2.63,4.94
2447,Hospital_2447,Karnataka,Urban,10550,392,388,80,63,600,62,159,263,5738,0.43,0.84,70.31,2.25,0.55
2448,Hospital_2448,Tamil Nadu,Rural,8259,114,114,18,143,155,38,554,252,3334,0.63,0.39,29.68,3.28,2.17
2449,Hospital_2449,Karnataka,Urban,2173,52,52,50,186,115,137,1107,286,15935,0.77,0.78,21.83,1.04,4.71
2450,Hospital_2450,Delhi,Urban,17185,130,74,19,160,138,197,1361,229,13408,0.7,0.35,80.35,3.84,0.65
2451,Hospital_2451,Maharashtra,Rural,10211,165,165,71,87,393,192,1052,234,7616,0.95,0.69,94.68,2.94,3.29
2452,Hospital_2452,Kerala,Urban,6925,400,318,19,87,293,186,304,110,3428,0.33,0.7,24.01,3.8,2.21
2453,Hospital_2453,Delhi,Rural,10752,460,460,55,29,889,163,687,131,6994,0.5,0.8,32.4,2.79,1.95
2454,Hospital_2454,Maharashtra,Urban,12554,250,144,92,100,897,26,183,227,2172,0.34,0.55,71.69,2.9,1.13
2455,Hospital_2455,Karnataka,Rural,8068,291,291,12,197,869,182,548,84,8690,0.44,0.71,81.71,4.58,0.96
2456,Hospital_2456,Delhi,Rural,12616,355,33,73,108,196,197,446,246,4850,0.39,0.59,99.92,1.84,2.63
2457,Hospital_2457,Maharashtra,Rural,14390,57,37,66,182,892,80,696,249,1787,0.81,0.96,28.06,1.87,1.95
2458,Hospital_2458,Tamil Nadu,Urban,7876,444,71,55,198,768,180,734,174,11418,0.56,0.62,56.11,3.24,2.51
2459,Hospital_2459,Tamil Nadu,Rural,8658,154,154,67,65,803,106,1286,166,16536,0.95,0.37,14.27,3.64,1.06
2460,Hospital_2460,Kerala,Urban,8819,353,238,72,11,296,187,1423,220,7110,0.32,0.73,33.75,2.42,1.82
2461,Hospital_2461,Maharashtra,Rural,4986,254,29,82,114,157,188,68,286,9750,0.76,0.64,5.45,3.08,4.98
2462,Hospital_2462,Tamil Nadu,Urban,4719,456,12,20,182,893,35,1060,225,7383,0.98,0.84,21.87,1.91,1.9
2463,Hospital_2463,Karnataka,Urban,14056,338,338,88,177,151,84,168,227,11670,0.42,0.34,51.15,1.54,2.12
2464,Hospital_2464,Maharashtra,Rural,10445,387,227,28,121,63,154,351,242,17014,0.61,0.41,17.21,1.95,0.2
2465,Hospital_2465,Karnataka,Rural,6975,364,364,10,33,142,168,1358,21,8544,0.79,0.94,89.05,4.67,1.97
2466,Hospital_2466,Karnataka,Rural,10200,179,179,61,166,155,27,276,92,8802,0.74,0.94,71.32,4.21,3.84
2467,Hospital_2467,Tamil Nadu,Rural,7956,57,57,35,118,386,15,1285,122,3234,0.7,0.55,3.75,1.56,2.63
2468,Hospital_2468,Maharashtra,Rural,5501,169,145,10,77,392,34,405,280,1566,0.53,0.24,87.79,1.19,3.32
2469,Hospital_2469,Delhi,Urban,3122,419,406,83,123,145,163,750,204,5470,0.81,0.45,97.75,1.37,2.83
2470,Hospital_2470,Tamil Nadu,Rural,11775,327,327,33,93,458,183,536,150,18201,0.76,0.4,50.68,2.17,0.62
2471,Hospital_2471,Tamil Nadu,Rural,11012,48,12,71,191,806,98,1394,133,17168,0.41,0.53,32.15,4.25,1.73
2472,Hospital_2472,Maharashtra,Urban,5838,163,163,79,190,595,146,272,150,8294,0.97,0.45,27.08,2.29,3.5
2473,Hospital_2473,Maharashtra,Rural,15226,95,82,7,58,827,184,1264,217,4614,0.69,0.86,9.65,1.74,2.78
2474,Hospital_2474,Karnataka,Rural,1870,164,164,32,41,763,121,1044,124,13334,0.67,0.2,49.67,2.58,3.41
2475,Hospital_2475,Maharashtra,Urban,12405,248,248,78,70,70,160,549,215,16931,0.89,0.72,5.96,1.5,1.86
2476,Hospital_2476,Karnataka,Rural,10069,83,83,52,179,156,22,1310,297,6638,0.75,0.73,50.88,2.88,1.05
2477,Hospital_2477,Tamil Nadu,Rural,12504,366,163,84,138,177,118,1095,158,10770,0.35,0.73,26,3.7,4.17
2478,Hospital_2478,Kerala,Rural,9089,364,218,14,111,75,62,1400,219,10998,0.65,0.62,48.17,2.48,1.94
2479,Hospital_2479,Delhi,Urban,3315,288,288,37,44,612,69,1200,121,3915,0.85,0.69,42.42,1.69,3.31
2480,Hospital_2480,Tamil Nadu,Rural,12080,347,43,71,60,763,149,414,151,13095,0.79,0.85,31.21,2.81,1.97
2481,Hospital_2481,Maharashtra,Urban,6794,203,146,73,54,447,194,1117,33,6950,0.98,0.83,45.42,4.05,4.64
2482,Hospital_2482,Delhi,Rural,19460,280,280,16,86,462,79,568,58,13910,0.32,0.23,47.93,1.31,4.96
2483,Hospital_2483,Kerala,Urban,17236,287,129,61,122,930,58,1201,297,6664,0.48,0.22,83.54,1.28,3.28
2484,Hospital_2484,Kerala,Rural,10761,188,124,48,74,983,152,1203,20,8287,0.68,0.87,66.91,2.27,3.05
2485,Hospital_2485,Karnataka,Urban,1492,278,22,17,23,345,16,578,197,16424,0.73,0.66,43.88,2.66,4.22
2486,Hospital_2486,Delhi,Urban,6889,246,78,28,102,659,38,1394,77,13018,0.49,0.97,90.62,1.87,2.63
2487,Hospital_2487,Karnataka,Urban,14485,52,52,48,140,657,76,235,99,581,0.88,0.55,75.82,1.11,4.36
2488,Hospital_2488,Tamil Nadu,Urban,17161,396,342,61,33,848,91,847,119,3505,0.42,0.34,8.5,1.88,2.12
2489,Hospital_2489,Delhi,Urban,205,233,233,20,74,99,166,1031,173,8908,0.3,0.58,16.22,2.74,0.26
2490,Hospital_2490,Tamil Nadu,Urban,11579,69,69,25,185,493,23,397,215,834,0.97,0.55,9.09,1.32,4.64
2491,Hospital_2491,Karnataka,Rural,2046,459,56,80,147,396,165,971,41,11603,0.57,0.61,32.57,3.86,3.64
2492,Hospital_2492,Delhi,Rural,5644,412,269,55,22,888,87,970,83,9444,0.97,0.85,44.13,3.21,2.6
2493,Hospital_2493,Karnataka,Urban,17579,229,229,25,151,938,184,1006,260,12453,0.49,0.72,50.92,2.74,4.73
2494,Hospital_2494,Delhi,Urban,13375,453,453,64,109,352,43,410,30,11443,0.34,0.35,85.29,3.07,4.45
2495,Hospital_2495,Karnataka,Urban,7085,48,48,55,147,194,35,1360,82,4397,0.84,0.79,2.78,3.62,0.63
2496,Hospital_2496,Kerala,Urban,1882,58,19,25,177,676,98,231,50,5148,0.89,0.67,43.4,4.98,3.16
2497,Hospital_2497,Karnataka,Rural,19741,366,293,10,160,460,69,146,103,10174,0.64,0.66,41.69,4.1,2.74
2498,Hospital_2498,Kerala,Urban,6313,119,119,77,108,145,121,612,141,17666,0.35,0.74,94.8,3.16,3.9
2499,Hospital_2499,Karnataka,Rural,14585,192,135,69,64,713,123,363,108,4294,0.76,0.65,24.86,4.08,1.57
2500,Hospital_2500,Delhi,Rural,15705,36,36,80,72,238,79,1004,62,15844,0.43,0.57,13.12,2.9,0.14
2501,Hospital_2501,Delhi,Urban,4969,75,75,62,80,967,44,70,238,13374,0.89,0.71,15.08,2.24,1.01
2502,Hospital_2502,Delhi,Urban,18045,245,245,82,179,297,153,854,137,6097,0.49,0.78,52.49,2.05,1.13
2503,Hospital_2503,Maharashtra,Rural,9967,65,65,10,108,504,138,625,221,7550,0.89,0.38,39.7,2.6,1.53
2504,Hospital_2504,Tamil Nadu,Rural,4081,86,86,69,75,614,179,452,294,5551,0.6,0.6,75.66,1.01,1.91
2505,Hospital_2505,Delhi,Urban,9593,216,216,90,88,954,152,1197,288,17626,0.72,0.57,33,1.71,3.56
2506,Hospital_2506,Kerala,Urban,5782,161,161,38,82,160,30,662,168,5044,0.85,0.23,13.67,1.51,0.46
2507,Hospital_2507,Delhi,Urban,5882,342,332,60,56,865,84,1192,242,13375,0.33,0.87,39.3,4.84,2.48
2508,Hospital_2508,Maharashtra,Rural,17427,42,42,79,90,626,44,1019,80,4855,0.87,0.5,88.42,1.26,2.54
2509,Hospital_2509,Kerala,Rural,9237,113,113,7,135,896,114,742,214,19394,0.4,0.26,41.15,3,3.12
2510,Hospital_2510,Maharashtra,Urban,17084,261,83,46,61,725,66,1008,198,8785,0.55,0.57,83.53,4.68,1.62
2511,Hospital_2511,Kerala,Rural,13112,256,256,66,155,129,75,921,160,13808,0.63,0.33,37.78,3.43,1.37
2512,Hospital_2512,Karnataka,Rural,1624,464,152,10,155,71,39,889,17,18259,0.93,0.76,28.86,2.98,2.47
2513,Hospital_2513,Tamil Nadu,Urban,16734,426,426,10,161,634,173,152,109,3016,0.32,0.66,77.71,3.97,3.33
2514,Hospital_2514,Tamil Nadu,Urban,178,430,301,67,32,632,181,382,25,13655,0.69,0.42,21.71,2.41,0.32
2515,Hospital_2515,Maharashtra,Rural,3223,73,73,24,149,673,40,1203,163,16974,0.75,0.96,23.95,1.77,1.54
2516,Hospital_2516,Tamil Nadu,Rural,7164,157,121,25,160,732,119,802,166,15903,0.52,0.43,5.93,4.39,3.96
2517,Hospital_2517,Maharashtra,Urban,13168,492,215,6,30,989,80,183,102,1979,0.5,0.64,19.6,1.23,2.47
2518,Hospital_2518,Maharashtra,Urban,8517,352,140,94,73,338,37,1230,271,17838,0.64,0.84,38.5,4.23,4.76
2519,Hospital_2519,Maharashtra,Urban,13462,291,291,99,81,218,99,474,46,8714,0.43,0.61,40.56,1.41,4.35
2520,Hospital_2520,Tamil Nadu,Urban,1309,60,60,94,171,815,163,1462,170,12810,0.63,0.97,42.64,3.5,1.79
2521,Hospital_2521,Maharashtra,Urban,5253,117,117,60,139,748,171,986,183,18605,0.84,0.88,48.49,2.91,3.66
2522,Hospital_2522,Tamil Nadu,Rural,4998,202,76,14,78,65,56,1391,27,3047,0.89,0.94,57.62,4.99,1.44
2523,Hospital_2523,Maharashtra,Rural,18662,147,147,91,168,524,65,554,25,5423,0.57,0.5,19.75,2.55,0.96
2524,Hospital_2524,Delhi,Rural,10971,248,95,74,77,559,29,920,279,17072,0.73,0.64,61.78,4.83,4.42
2525,Hospital_2525,Maharashtra,Rural,7710,336,284,27,156,533,9,239,77,16707,0.3,0.87,34.32,2.62,1.82
2526,Hospital_2526,Kerala,Urban,11177,105,105,96,137,914,60,661,39,959,0.69,0.92,73.67,3.73,1.1
2527,Hospital_2527,Maharashtra,Urban,15891,275,275,34,116,36,190,1484,234,2736,0.98,0.96,56.16,3.57,4.83
2528,Hospital_2528,Karnataka,Urban,2644,228,228,82,118,334,35,101,173,1080,0.52,0.9,55.87,1.35,0.25
2529,Hospital_2529,Maharashtra,Rural,5622,234,234,41,81,455,53,661,23,19045,0.72,0.78,68.86,3.97,1.9
2530,Hospital_2530,Kerala,Rural,2470,393,19,59,112,407,96,1455,288,14939,0.83,0.22,33.97,1.83,0.29
2531,Hospital_2531,Kerala,Rural,19765,119,119,53,150,96,192,423,165,5215,0.73,0.45,43.49,2.55,2.57
2532,Hospital_2532,Tamil Nadu,Urban,4810,68,68,38,74,997,3,424,131,11126,0.59,0.3,58.71,4.13,2.07
2533,Hospital_2533,Delhi,Rural,428,220,220,48,143,918,182,438,272,6397,0.41,0.32,42.73,4.78,3.63
2534,Hospital_2534,Maharashtra,Urban,13783,455,393,26,121,390,53,723,179,19786,0.62,0.43,44.98,3.24,4.77
2535,Hospital_2535,Tamil Nadu,Urban,5679,277,277,35,164,184,110,853,19,9164,0.51,0.26,27.98,3.08,2.65
2536,Hospital_2536,Delhi,Urban,13222,499,444,11,88,628,90,453,181,17742,0.79,0.39,29.45,3.02,1.5
2537,Hospital_2537,Maharashtra,Urban,6894,395,297,25,189,636,88,642,22,11681,0.61,0.97,70.2,4.27,4.37
2538,Hospital_2538,Karnataka,Urban,220,197,197,20,135,43,63,781,222,19324,0.89,0.45,1.42,4.97,3.06
2539,Hospital_2539,Maharashtra,Urban,6849,264,121,24,130,731,118,554,170,12398,0.44,0.33,10.43,3.53,2.81
2540,Hospital_2540,Kerala,Rural,13863,142,142,47,96,54,91,132,241,2212,0.59,0.77,94.93,2.51,1.02
2541,Hospital_2541,Kerala,Urban,17448,361,33,48,57,533,149,368,169,17399,0.69,0.86,19.51,1.87,0.3
2542,Hospital_2542,Karnataka,Urban,15550,190,190,51,97,820,152,1140,136,7855,0.39,0.45,42.39,1.8,2.36
2543,Hospital_2543,Tamil Nadu,Rural,3775,352,348,23,77,863,80,463,57,11085,0.71,0.42,85.12,4.42,2.69
2544,Hospital_2544,Delhi,Urban,18560,155,155,52,181,873,58,502,270,18259,0.5,0.39,1.01,4.97,0.72
2545,Hospital_2545,Maharashtra,Rural,5743,78,78,83,110,480,184,795,70,4169,0.46,0.51,92.59,3.79,0.39
2546,Hospital_2546,Kerala,Rural,11660,212,212,73,26,157,181,247,131,14882,0.4,0.27,6.3,4.82,1.16
2547,Hospital_2547,Tamil Nadu,Rural,17800,484,118,15,47,868,43,308,99,15936,0.54,0.74,17.92,2.4,0.41
2548,Hospital_2548,Karnataka,Urban,17680,287,287,83,147,593,179,347,264,19274,0.95,0.86,3.88,3.51,0.38
2549,Hospital_2549,Kerala,Urban,15483,279,199,33,63,830,75,1353,99,3762,0.32,0.73,52.43,3.05,2.28
2550,Hospital_2550,Karnataka,Rural,3270,392,392,49,143,728,143,349,12,5138,0.9,0.54,94.37,2.93,4.07
2551,Hospital_2551,Maharashtra,Urban,455,480,364,72,143,908,100,178,289,3366,0.58,0.43,84.06,3.53,3.35
2552,Hospital_2552,Delhi,Urban,9818,114,114,40,61,590,124,547,126,9751,0.69,0.53,64.34,2.24,3.43
2553,Hospital_2553,Kerala,Rural,128,144,42,52,24,284,15,487,107,9448,0.66,0.54,19.36,3.56,1.39
2554,Hospital_2554,Kerala,Rural,14931,60,60,91,77,352,54,1365,171,687,0.95,0.73,87.09,3.69,0.15
2555,Hospital_2555,Maharashtra,Urban,17497,398,321,19,194,207,188,256,91,11073,0.84,0.94,75.72,4.34,2.31
2556,Hospital_2556,Tamil Nadu,Rural,10994,273,273,48,121,82,94,343,157,19598,0.99,0.26,27.42,3.92,1.95
2557,Hospital_2557,Delhi,Rural,9119,26,26,71,193,839,78,78,15,7908,0.86,0.96,80.7,2.28,4.74
2558,Hospital_2558,Kerala,Rural,12738,490,156,78,113,298,76,228,194,17179,0.51,0.93,87.84,2.8,0.45
2559,Hospital_2559,Delhi,Urban,14989,235,235,44,16,561,39,90,261,4033,0.97,0.29,70.12,1.48,3.9
2560,Hospital_2560,Kerala,Urban,2124,88,88,90,60,190,20,1265,34,4640,0.99,0.35,10.94,2.03,1.99
2561,Hospital_2561,Delhi,Urban,5939,88,20,18,67,522,65,393,50,4542,0.39,0.45,98.44,3.08,4.17
2562,Hospital_2562,Karnataka,Rural,13603,100,79,67,118,983,135,865,178,19935,0.93,0.65,8.52,1.4,2.53
2563,Hospital_2563,Kerala,Urban,10403,49,49,85,120,552,198,786,12,8233,0.76,0.31,65.79,3.28,4.12
2564,Hospital_2564,Delhi,Rural,17238,92,92,89,163,318,9,675,180,15176,0.95,0.36,11.94,2.56,2.39
2565,Hospital_2565,Tamil Nadu,Urban,17722,281,228,55,195,220,184,327,66,6505,0.94,0.92,90.64,1.14,2.07
2566,Hospital_2566,Karnataka,Urban,2006,108,108,83,40,154,131,1428,92,6370,0.92,0.29,35.65,2.74,4.82
2567,Hospital_2567,Karnataka,Rural,7499,422,418,62,101,291,42,578,188,4404,0.92,0.52,51.64,2.12,1.91
2568,Hospital_2568,Tamil Nadu,Urban,8061,227,227,19,115,554,104,135,142,15967,0.38,0.81,18.7,1.27,4.05
2569,Hospital_2569,Delhi,Rural,12131,232,232,69,22,461,62,366,95,12473,0.4,0.91,55.11,2.17,0.43
2570,Hospital_2570,Maharashtra,Urban,15228,341,12,92,155,106,170,742,280,14708,0.38,0.47,93.95,2.18,0.41
2571,Hospital_2571,Tamil Nadu,Urban,15763,285,93,59,128,50,194,1410,103,2761,0.36,0.33,90.26,2.42,2.25
2572,Hospital_2572,Delhi,Rural,1560,419,165,80,150,140,81,912,259,13545,0.55,0.79,7.33,2.47,2.97
2573,Hospital_2573,Tamil Nadu,Rural,15782,312,160,14,124,88,50,1218,207,18304,0.78,0.82,38.45,2.72,3.08
2574,Hospital_2574,Tamil Nadu,Rural,15293,226,185,46,161,665,55,364,88,15008,0.55,0.98,27.48,1.37,0.28
2575,Hospital_2575,Kerala,Urban,17900,352,204,99,66,902,170,274,175,17362,0.8,0.31,48.65,1.02,3.51
2576,Hospital_2576,Delhi,Urban,11145,96,96,15,135,980,151,1496,48,7077,0.87,0.77,83.54,3.94,0.74
2577,Hospital_2577,Maharashtra,Urban,7866,307,307,20,166,846,33,1127,223,7285,0.77,0.53,74.15,2.35,4.78
2578,Hospital_2578,Kerala,Rural,17912,66,66,77,193,515,58,117,140,9384,0.63,0.93,35.05,3.45,1.73
2579,Hospital_2579,Tamil Nadu,Rural,4478,129,129,82,63,943,129,1407,166,3538,0.51,0.53,38.88,2.23,1.38
2580,Hospital_2580,Tamil Nadu,Rural,7629,219,143,23,142,165,129,1070,168,693,0.39,0.56,65.77,4.94,1.53
2581,Hospital_2581,Tamil Nadu,Urban,3171,446,285,35,172,352,137,1150,236,16942,0.65,0.3,20.23,2.26,4.69
2582,Hospital_2582,Delhi,Urban,17039,229,229,77,28,500,150,905,54,18770,0.8,0.46,11.17,3.42,2.47
2583,Hospital_2583,Delhi,Rural,18047,395,361,57,192,925,142,1228,210,12301,0.68,0.52,25.02,1.88,2.23
2584,Hospital_2584,Kerala,Urban,11792,439,389,94,86,282,117,1145,31,3080,0.81,0.21,13.28,3.07,2.87
2585,Hospital_2585,Maharashtra,Rural,1140,173,164,12,78,312,127,1432,251,13379,0.53,0.55,35.85,3.32,4.66
2586,Hospital_2586,Kerala,Urban,2786,29,29,28,53,448,16,1350,238,12745,0.35,0.47,93.82,1.73,1.61
2587,Hospital_2587,Karnataka,Urban,12766,434,245,12,47,105,81,932,247,14133,0.84,0.84,12.91,1.49,0.99
2588,Hospital_2588,Tamil Nadu,Rural,2653,372,249,87,71,35,13,1386,158,11777,0.45,0.29,82.01,4.89,3.02
2589,Hospital_2589,Tamil Nadu,Urban,1879,176,176,52,31,747,80,1178,282,8123,0.73,0.81,53.93,4.57,2.51
2590,Hospital_2590,Tamil Nadu,Urban,13286,280,22,34,82,647,122,1020,76,720,0.86,0.77,63.66,3.64,0.4
2591,Hospital_2591,Kerala,Rural,16559,96,96,62,177,137,15,1168,16,1375,0.4,0.39,17.84,4.44,2.66
2592,Hospital_2592,Kerala,Rural,5157,276,44,90,163,289,31,1292,242,12154,0.72,0.27,15.99,1.38,2.86
2593,Hospital_2593,Tamil Nadu,Urban,18833,490,56,59,134,414,22,1201,265,1696,0.78,0.87,17.11,3.92,3.5
2594,Hospital_2594,Kerala,Rural,19257,150,150,77,14,998,101,249,76,19593,0.82,0.4,67.04,2.14,4.98
2595,Hospital_2595,Delhi,Urban,2362,86,86,66,63,874,161,381,259,19615,0.4,0.32,75.03,3.16,2.17
2596,Hospital_2596,Delhi,Rural,19713,474,414,52,95,181,97,596,86,17219,0.88,0.49,92.1,4.06,2.6
2597,Hospital_2597,Kerala,Urban,10408,247,155,8,186,719,143,1365,96,8916,0.37,0.52,40.42,1.13,0.47
2598,Hospital_2598,Tamil Nadu,Urban,16876,182,168,41,12,123,161,115,261,14870,0.66,0.46,46.73,3.78,4.17
2599,Hospital_2599,Kerala,Rural,17592,34,34,12,47,672,103,780,231,1747,0.61,0.98,47.49,2.74,0.58
2600,Hospital_2600,Kerala,Urban,5288,251,134,5,151,186,125,617,81,13750,0.46,0.9,27.72,2.76,4.68
2601,Hospital_2601,Kerala,Urban,8902,214,119,96,184,319,198,706,211,7611,0.51,0.9,33.5,4.63,1.81
2602,Hospital_2602,Karnataka,Rural,5157,368,46,74,151,47,160,453,68,2386,0.42,0.52,84.84,4.44,1.75
2603,Hospital_2603,Delhi,Rural,4098,49,49,51,82,443,67,667,285,810,0.6,0.97,35.03,1.23,1.71
2604,Hospital_2604,Maharashtra,Urban,8964,378,23,79,47,803,170,645,230,11260,0.32,0.75,87.04,3.47,4.76
2605,Hospital_2605,Maharashtra,Rural,3777,357,357,9,181,581,63,697,166,18488,0.92,0.87,31.22,2.74,4.9
2606,Hospital_2606,Karnataka,Rural,5896,350,350,54,134,902,70,195,190,4046,0.41,0.6,34.65,1.47,4.87
2607,Hospital_2607,Kerala,Urban,14550,446,241,28,79,175,17,810,222,5851,0.92,0.33,56.47,4.4,3.55
2608,Hospital_2608,Karnataka,Urban,6463,335,325,51,74,343,195,1475,138,17881,0.9,0.91,11.21,1.29,0.64
2609,Hospital_2609,Karnataka,Rural,8223,315,133,22,34,367,112,174,252,996,0.62,0.59,92.28,1.13,1.99
2610,Hospital_2610,Tamil Nadu,Rural,8322,468,288,88,25,140,124,1405,181,17847,0.65,0.97,82.22,1.79,1.52
2611,Hospital_2611,Delhi,Rural,13754,432,432,32,24,975,126,529,279,10696,0.51,0.4,67.38,2.21,3.57
2612,Hospital_2612,Maharashtra,Urban,17884,349,120,81,140,671,60,1051,172,1698,1,0.99,98.82,1.24,2.51
2613,Hospital_2613,Kerala,Urban,4171,239,133,9,46,547,74,761,33,11037,0.77,0.38,2.58,3.57,3.12
2614,Hospital_2614,Maharashtra,Urban,8908,396,396,34,192,840,106,764,202,6410,0.97,0.49,41.69,2.75,0.14
2615,Hospital_2615,Maharashtra,Urban,2886,498,440,5,134,969,147,1471,138,5984,0.59,0.68,85.98,2.65,3.94
2616,Hospital_2616,Delhi,Urban,970,166,39,90,122,580,138,864,50,13897,0.92,0.75,43.87,1.58,4.77
2617,Hospital_2617,Maharashtra,Urban,4296,278,124,86,175,183,173,1103,40,1076,0.61,0.78,1.52,2.75,3.38
2618,Hospital_2618,Maharashtra,Urban,11896,311,99,50,10,81,191,105,45,553,0.91,0.58,16.62,2.56,4.27
2619,Hospital_2619,Karnataka,Rural,2839,318,221,73,80,359,80,181,262,16489,0.39,0.26,43.97,2.53,2.44
2620,Hospital_2620,Delhi,Rural,1040,162,47,35,112,685,105,280,224,12124,0.75,0.6,67.13,1.87,0.2
2621,Hospital_2621,Tamil Nadu,Urban,440,444,92,74,28,331,27,444,296,16335,0.78,0.47,17.1,1.38,4.95
2622,Hospital_2622,Kerala,Urban,4233,254,36,95,61,395,175,1225,265,728,0.76,0.73,45.36,2.04,0.39
2623,Hospital_2623,Maharashtra,Urban,17143,134,134,60,127,365,162,1031,195,16690,0.61,0.35,2.27,3.67,1.04
2624,Hospital_2624,Kerala,Rural,10325,384,369,93,167,169,7,1012,70,12522,0.78,0.52,48.27,1.29,0.36
2625,Hospital_2625,Tamil Nadu,Urban,9852,109,109,97,116,907,90,982,271,1484,0.47,0.97,89.7,2.53,3.16
2626,Hospital_2626,Kerala,Rural,3557,227,227,32,64,604,149,1459,285,13160,0.72,0.27,60.08,3.06,2.96
2627,Hospital_2627,Tamil Nadu,Rural,9948,183,183,20,23,600,120,957,120,19351,0.69,0.68,44.62,4.85,1.13
